"uri","indexed_at","text","like_count","reply_count","repost_count"
"at://did:plc:xhhluktmaz6tgyyyr4hhmfgc/app.bsky.feed.post/3mjxjz57w522z",2026-04-20 22:41:05.549,"Eén zinnetje, en je hebt het verband gelegd- zo simpel kan het zijn NOS. Zo makkelijk is het om je nieuwsstuk naar een aanvaardbaar niveau te tillen.

“Research over the years have shown that climate change has made extreme weather events, including floods, more common and more intense around the 🌎“",13,1,1
"at://did:plc:s7h6srg3vlyy4kvpuqc3nbem/app.bsky.feed.post/3mjxjwkpzl22f",2026-04-20 22:39:35.355,"Maybe with climate change we can normalize taking bad weather days",1,0,0
"at://did:plc:vq7uml5blkmvbocdf4w5sl7c/app.bsky.feed.post/3mjxjvo2yts2c",2026-04-20 22:39:06.166,"The possible culprits: private equity, Wall Street, foreign capital from Brazil, the 2007 Florida housing crash/Great Recession, suburban sprawl, climate change, and an addiction to Monsanto's glyphosate. All swallowed the mighty Florida Orange alive.

slate.com/business/202...",0,0,0
"at://did:plc:g4azwgtgomucamnioxgnm5jb/app.bsky.feed.post/3mjxk5sm5i72t",2026-04-20 22:43:37.658,"The reason climate change is so crucial is that it directly impacts our quality of life, from clean air and water to healthy food and shelter. We must act now to prevent more extreme weather events, rising sea levels, and devastating natural disas...

♻️ Eco Tips",1,0,1
"at://did:plc:4xopizgiluk2kpw7unwxrent/app.bsky.feed.post/3mjxju6f3qk2w",2026-04-20 22:38:15.247,"Rubbish. It's a classic Darwinian equation.   Cooptong climate change to serve your addiction to class war simply exacerbates the problem.",0,0,0
"at://did:plc:lc6hdhnjkgccd6ysi7e23pll/app.bsky.feed.post/3mjxjtr7h3m2l",2026-04-20 22:38:01.145,"Dartmouth Health launches program focused on the intersection of climate change and cancer care
->New Hampshire Public Radio | More on ""Climate change impacts cancer care"" at BigEarthData.ai | #Health #ClimateChange",0,0,1
"at://did:plc:yvf6aczzjmcu5xyf4oomtnv6/app.bsky.feed.post/3mjxjr2fnvs2n",2026-04-20 22:36:29.247,"War, Climate Change and AI: What’s at Stake at This Year’s UN Indigenous Forum www.usnews.com/news/us/arti...",0,0,1
"at://did:plc:4exohx4lwmx3sk3na6hwt5vv/app.bsky.feed.post/3mjxjp5kvz22d",2026-04-20 22:35:28.044,"It's the same in many countries!

Why do you continue to display your ignorance?
You want to ignore global conflicts, pandemics, idiot CONServatives and tariffs, climate change, etc???

You must to be paid to be an idiot to try to influence real Canadians, you can't be this dim!",0,1,0
"at://did:plc:3ukhhpu3ieorbyr446h6r3h3/app.bsky.feed.post/3mjxjmqhg2c22",2026-04-20 22:34:05.367,"Repugnantians have run Texass for 30 years. In that time, they denied climate change, added massive data centers that pay no taxes and fracked, literally, many ground water sources.",2,0,0
"at://did:plc:uec67uirpmfejpwaiyd3y662/app.bsky.feed.post/3mjxjmov6ms2n",2026-04-20 22:34:06.456,"A successful climate movement is already emerging—led by young organizers building grassroots power, pushing institutions (like universities) to cut fossil fuel ties, and coordinating collective action to win systemic change.
www.motherjones.com/sponsored/th...",4,0,3
"at://did:plc:jq3erip7i5r2tjdqoucluqns/app.bsky.feed.post/3mjxjmkfyls2p",2026-04-20 22:34:01.049,"Thinking back with sadness to a time when The Greens and other ""climate advocates"" were interested in stopping climate change instead of making money from it.",1,0,0
"at://did:plc:oqivue6dx6ppdpf6signts4v/app.bsky.feed.post/3mjxjm2mmps2w",2026-04-20 22:33:45.346,"Progress takes persistence, coalition-building, & time. When communities push and institutions respond, meaningful change is possible. Hear two stories that prove change is possible on our latest episode on Climate One: play.megaphone.fm/ovytv-hlqvks...",2,0,0
"at://did:plc:jqrcmanq47h2tca4hugrbzwk/app.bsky.feed.post/3mjxjkh36ik2s",2026-04-20 22:32:48.946,"It does, albeit obliquely. My RudeGPT summarised the story as: ""We're so fucked with climate change and there's no point in asking Metservice to predict the unpredictable.""",1,1,0
"at://did:plc:kkergqgbhb56ptpwj2wenkje/app.bsky.feed.post/3mjxjhuaurv2p",2026-04-20 22:31:21.256,"The empirically inscrutable climate-economy relationship Empirical models of the macro-level climate-economy relationship project climate change impacts ranging from trivial to catastrophic. This wide range suggests identification challenges. Here, we show that such models indeed
 #sociology link",1,0,0
"at://did:plc:w2aye3y7732uodrgwg7qsp3c/app.bsky.feed.post/3mjxjgucsuk2t",2026-04-20 22:30:45.946,"Sobering: 
""The Exons of the world had known everything there was to know about climate change back in the 80's & simply chose to lie about it."" And spent millions since then bribing Congess, Presidents, & other officials to let them get away it, making billions in unearned profits. At our expense.",1,0,0
"at://did:plc:msian4dqa2rqalf3biilnf3m/app.bsky.feed.post/3mjxjgbusmr23",2026-04-20 22:30:28.948,"New Trailer for Louisiana Doc ‘Lowland Kids’ Climate Change Refugees

https://www.europesays.com/2933717/

New Trailer for Louisiana Doc ‘Lowland Kids’ Climate Change Refugees by Alex Billington April 20, 2026Source: YouTube “I’m…",1,0,0
"at://did:plc:k4fq2z4zn74cdlvjzkwen7q7/app.bsky.feed.post/3mjxjdgckgk2c",2026-04-20 22:28:52.959,"If the National Party cares so much about productivity, they'd do something about the lost productivity of climate change disruptions. Very hard to be ""productive"" with school and kindy closed. But that would require doing something about fossil fuelled capitalism and, well ....",2,0,0
"at://did:plc:f64uv4waysyeeqamw4pnycz5/app.bsky.feed.post/3mjxjda4pes2j",2026-04-20 22:28:45.845,"The divergence point being the earlier 00s when greater awareness of climate change grew and greater access to the Internet changed how information moved feels pretty significant",3,1,0
"at://did:plc:2vqugff4q4tm4q437vtwhu6v/app.bsky.feed.post/3mjxj7l36g52s",2026-04-20 22:26:43.657,"“Dartmouth Health launches program focused on the intersection of climate change and cancer care” — New Hampshire Public Radio

#EnvironmentalNews #Climate #ClimateChange",0,0,0
"at://did:plc:2ys35qzvc265dtaltqdmgxcm/app.bsky.feed.post/3mjxj5tqp3l2g",2026-04-20 22:25:45.856,"The Independent provides critical reporting on various issues, including reproductive rights and climate change, without paywalls.
",0,0,0
"at://did:plc:pticgtirt7xvgnuzvzfncie3/app.bsky.feed.post/3mjxj2irfr22s",2026-04-20 22:23:53.248,"I lived in Colorado ski country for a decade and saw climate change in the making. 🌲",1,0,0
"at://did:plc:fttbktxc5fwcga7jyj6ezh7q/app.bsky.feed.post/3mjxizysoyc24",2026-04-20 22:23:36.55,"They mean ""gay is a choice and trans is fake."" That's always what they mean. Also ""hitting kids is OK and drug abusers should be put in jail, not coddled."" Oh also something something climate change is a hoax ""The Aristocrats.""",0,0,0
"at://did:plc:2gk5krzmnbekganct4zwtuf7/app.bsky.feed.post/3mjxizamewgj2",2026-04-20 22:23:16.954,"Jeff Nesbit: A Snowless March Is a Warning We Can No Longer Ignore. Earth Day is a reminder to take climate change as the threat it is.

""We’ve just lived through the 11 warmest years on record in human history. In 2025, the planet sat at 1.43°C above pre-industrial levels. We’re teetering on […]",1,0,1
"at://did:plc:r3w3rgxz66r5ei6zdqrf7p7c/app.bsky.feed.post/3mjxiyjrw5f2t",2026-04-20 22:22:47.55,"the world has ended. a jury of squirrels judging us for climate change rule the remaining humanity. I must launch myself into the void using a pressure cooker full of generational trauma!",0,0,0
"at://did:plc:4uc3jrlvidvjfkz4zwhybjxx/app.bsky.feed.post/3mjxiy6nkds2h",2026-04-20 22:22:36.455,"And what's happening to the oceans right now as a result of man-made climate change?",0,0,0
"at://did:plc:3nsf5dd47kbhtjjugnlipp3z/app.bsky.feed.post/3mjxixnokek2j",2026-04-20 22:22:17.944,"I feel weird that with climate change and war and all sorts of existentially bad shit going on right now, the thing that most severely depresses me & makes me want to shut down atm is the toxic infohazard nature of internet for one's mental health and ability to think clearly. Feels very grim.",6,1,0
"at://did:plc:lm2uhaoqoe6yo76oeihndfyi/app.bsky.feed.post/3mjxiunwqya2s",2026-04-20 22:20:37.949,"New Trailer for Louisiana Doc ‘Lowland Kids’ Climate Change Refugees

https://www.europesays.com/2933717/

New Trailer for Louisiana Doc ‘Lowland Kids’ Climate Change Refugees by Alex Billington April 20, 2026Source: YouTube “I’m…",0,0,0
"at://did:plc:p7de6giqugrajnpwdgdlr3pc/app.bsky.feed.post/3mjxiufhzc22k",2026-04-20 22:20:29.853,"I'm glad to see there are others still concerned with climate change. It seems too many of us lost interest when we discovered that attempting to mitigate this does cost money.",1,0,0
"at://did:plc:r7zhrxpsy3dyu7tnag2eohc6/app.bsky.feed.post/3mjxitg5de227",2026-04-20 22:19:55.652,"Underground cables are also especially vulnerable to climate change.  Any significant rise in ground temperature significantly reduces their power handling.",2,0,0
"at://did:plc:rr6b7yvtm7p57234uh3skltu/app.bsky.feed.post/3mjxisw2duc23",2026-04-20 22:19:38.866,"""Wow the microplastics situation is really crazy""

You: ""it's really fucked up that you care about that and not climate change.""",0,1,0
"at://did:plc:uz6pocmc7p22timx3ucci4pv/app.bsky.feed.post/3mjxisln2t22a",2026-04-20 22:19:27.953,"Good article.      Fossil fuel companies have known about the relationship between their products and climate change for decades.     Fossil fuel companies should at least help pay for damages caused by global warming.",0,0,0
"at://did:plc:kxo3rnj45i2esjwhcwkgcmpw/app.bsky.feed.post/3mjxiqfhblk2s",2026-04-20 22:18:14.451,"And the report i linked only shows roughly 3 percentage points of food inflation due to climate change. It’s a factor, albeit a small one.

The point I am trying to hammer home is why has this gotten so bad under liberals? 

We cant circle back to climate anymore cause it’s only 3 percentage points",0,2,0
"at://did:plc:25x43fa3rkpinmg37fy55cfw/app.bsky.feed.post/3mjxipbzr4s2f",2026-04-20 22:17:36.947,"that’s going on right now.

Like people are getting kidnapped and deported, a comatose brain dead woman is being used as an incubator, we are nearing the climate change deadlines set by scientists. 

There’s so much more to be focused on.",0,1,1
"at://did:plc:5j5jbgjpbx7gcg27hxaiww5h/app.bsky.feed.post/3mjxiol7sq22h",2026-04-20 22:17:13.948,"I abhor the thought that there are whales, and other wildlife, starving! Is this due to over fishing, or climate change and temps in the ocean not what they need to be?",5,1,0
"at://did:plc:aqd7t6saizchomno5nfro5go/app.bsky.feed.post/3mjxiduukkc2f",2026-04-20 22:11:13.946,"TRENDS Joins UAE Agricultural Conference and Exhibition 2026 As Knowledge Partner

ADM NEWS | TRENDS Research and Advisory is participating as a knowledge partner in the second edition of the UAE Agricultural Conference and Exhibition 2026, organised by the Ministry of Climate Change and…",0,0,0
"at://did:plc:aqd7t6saizchomno5nfro5go/app.bsky.feed.post/3mjxid6s34f2k",2026-04-20 22:10:50.846,"TRENDS Joins UAE Agricultural Conference and Exhibition 2026 As Knowledge Partner

ADM NEWS | TRENDS Research and Advisory is participating as a knowledge partner in the second edition of the UAE Agricultural Conference and Exhibition 2026, organised by the Ministry of Climate Change and…",0,0,0
"at://did:plc:rwuqizds4m5nwuvmnhgbriol/app.bsky.feed.post/3mjxibuq46v2u",2026-04-20 22:10:07.248,"Blue Origin’s New Glenn rocket is grounded after launching satellite into the wrong orbit

https://www.europesays.com/people/35001/

Your support helps us to tell the story From reproductive rights to climate change to Big Tech, The…",0,0,0
"at://did:plc:4aeuzmyad3vmihs5lfvtphaj/app.bsky.feed.post/3mjxibiouj22x",2026-04-20 22:09:54.349,"And climate change",1,1,0
"at://did:plc:4exohx4lwmx3sk3na6hwt5vv/app.bsky.feed.post/3mjxi5qdxyk2d",2026-04-20 22:07:49.048,"You haven't presented all the wasted money (budget).  The bigger question is WHY, when you started asking why grocery prices are higher.
I've posted many reasons for rising prices and one is climate change, whether you can read or believe it.",0,1,0
"at://did:plc:3zxiqgpvds3zoxzt5op33ohb/app.bsky.feed.post/3mjxi3vk67s2r",2026-04-20 22:06:47.252,"And frankly, it's the end of capitalism they're concerned with. If they cared about the species as a whole rather than simply replacing their largely underpaid workforce, they'd be more cognizant and proactive about things like climate change and poverty.",0,0,0
"at://did:plc:zgb2gam2vspz7eapqosn3bcn/app.bsky.feed.post/3mjxhypgyg22e",2026-04-20 22:04:59.347,"I'm from an 80% Republican district. I need California to push for climate change and drag the rest of us along through sheer economic might. 

My neighbors are so against solar and green energy.",0,0,0
"at://did:plc:75ctgiwr6scp4q2xzuwyzxzv/app.bsky.feed.post/3mjxhwsmq5c2v",2026-04-20 22:03:56.155,"Tell Trump

He thinks Climate change is a Hoax

He thinks profit matters more than the environment",0,1,0
"at://did:plc:boalhktgzekza3mkdxbzt3iu/app.bsky.feed.post/3mjxhv2gfbc2r",2026-04-20 22:03:00.545,"“This coalition believes only in making ordinary people absorb the endless shocks of climate change instead of doing anything toward mitigating those shocks.” - Emily Writes

They’ve left us out to dry with the washing but the rain isn’t stopping & very few of us can afford the cost of dryers #nzpol",10,0,4
"at://did:plc:e3bsvsadgyewdqmaw4duwdjq/app.bsky.feed.post/3mjxhttppfs2o",2026-04-20 22:02:15.849,"🌍 Are Vegetable Oils High Carbon Bad For Climate Change?

📰 via cleantechnica
#Climate #CleanEnergy",0,0,0
"at://did:plc:6epg2k22rhswiqaumgrqaqma/app.bsky.feed.post/3mjxhqsnbdj25",2026-04-20 22:00:34.049,"Turkey will seek to turn past climate pledges into concrete action at this year’s UN climate summit, with financing as the central priority, Environment and Climate Change Minister Murat Kurum said, according to Reuters, as the country prepares to host COP31 in November.",0,1,0
"at://did:plc:dfxcrzw45ga3mo5kiodfldqg/app.bsky.feed.post/3mjxhq5mxxe2e",2026-04-20 22:00:12.545,"""State actions in the aftermath of the Mozilla case suggest that even an EPA court victory on disclaiming its jurisdiction to regulate greenhouse gases will not preempt existing state efforts to combat climate change,"" Harvey L. Reiter, senior counsel at Stinson LLP, argues. buff.ly/3QqKjOQ",0,0,0
"at://did:plc:lxvz2h3knl7zg2tfkquqa3bu/app.bsky.feed.post/3mjxhq74dmk2q",2026-04-20 22:00:14.245,"6 Facts About Climate Change

https://www.europesays.com/2933609/

Climate change is a topic that’s rife with misinformation and controversy. However, the research is fairly clear: our…",0,0,1
"at://did:plc:kxo3rnj45i2esjwhcwkgcmpw/app.bsky.feed.post/3mjxho6f3y22b",2026-04-20 21:59:10.752,"Im presenting you all the ways that the liberal government has wasted tax dollars. 

Also I am not big on the “climate change” hysteria 

Other studies show only a 1% percentage point increase per year for overall inflation due to climate change 

www.pik-potsdam.de/en/news/late...",0,1,0
"at://did:plc:iwkxgisuabmctzfjrwjc6sgp/app.bsky.feed.post/3mjxhh7smzs2w",2026-04-20 21:55:12.747,"Yeah, just confirmed: Climate Trace estimates 2025 emissions at 60.63 Gt-CO2eq on GWP100 — the same standard used by the IPCC (and nearly everyone else).

There is no change. Emissions are at about 59-60 Gt-CO2eq and have been basically flat (within the error bar) for several years.",6,1,0
"at://did:plc:jdmylt72deismyafuzcnj6a6/app.bsky.feed.post/3mjxheijfak26",2026-04-20 21:53:49.948,"We love mountains, we were born in the foothills, and raised between them and the sea. 

I made a point of moving north as I go in life. Might stay in NYC until the end. Might continue northerly as climate change keeps going. Canada is gorgeous and I've had daydreams of cold far north. Someday.",2,0,0
"at://did:plc:cmvp2dfgs7qrfjo5n27limmf/app.bsky.feed.post/3mjxhecbyf22u",2026-04-20 21:53:36.05,"""I've forgotten about climate change because i'm worried about world war""

been hearing that? well, @katemac.bsky.social & I made a podcast on energy AND geopolitics, climate AND development.
thepolycrisis.org/tag/podcasts/",17,2,6
"at://did:plc:mpoxsaax7r5rs2tgeh56nqhn/app.bsky.feed.post/3mjxh7ytkf223",2026-04-20 21:51:10.254,"fair enough. Jim is an expert on climate modeling and climate change, but not in this particular area of the science. I have published in this area: bsky.app/profile/mich...",3,0,0
"at://did:plc:wj3fmpv22dhthybqwvir3n36/app.bsky.feed.post/3mjxh7pbejs2q",2026-04-20 21:51:00.052,"When I was deployed in '06-07, the Navy was publishing reports about East Coast bases and the infrastructure costs of rising sea levels, including potential relocation. Very much taking climate change seriously even while administration of the time denied it.",2,0,0
"at://did:plc:vorphoi2cdns5s4hqxu54smw/app.bsky.feed.post/3mjxh7c62ks2l",2026-04-20 21:50:48.245,"Oh, good thing there's no climate change to cause all those same problems 'cause then we'd really be in trouble.",0,0,0
"at://did:plc:usnn7oep5w2a23d6s34msryb/app.bsky.feed.post/3mjxh5ylsgm26",2026-04-20 21:50:02.747,"Oh honey, climate change deniers are like those cheap wigs: flimsy, fake, and living in the wrong decade. Bless their hearts, thinking they can silence Mother Nature. News flash, sweetie—she's gonna snatch those edges before you can say ""global warming""! 🌍🔥",1,0,0
"at://did:plc:thn3ih43rrqz2y2wu7jxff3s/app.bsky.feed.post/3mjxgzfmkcc2e",2026-04-20 21:47:31.555,"Dear Outlook Readers,

Not that long ago, climate change was a “what if?” Today, it’s right here, right now.
#PresbyterianOutlooksPageTurners #ThePresbyterianOutlook #PCUSA #PresbyterianChurchUSA",0,0,0
"at://did:plc:vvnj5w5wm6obypg27lkfzqi4/app.bsky.feed.post/3mjxgylx4br2q",2026-04-20 21:47:01.748,"I mean, at least we'll, presumably, die before climate change makes the planet a complete hellscape",0,0,0
"at://did:plc:msian4dqa2rqalf3biilnf3m/app.bsky.feed.post/3mjxgwpawbq2b",2026-04-20 21:45:58.371,"Athens faces showdown with EU as Greece drops biometrics for British visitors

https://www.europesays.com/2933624/

Your support helps us to tell the story From reproductive rights to climate change to Big Tech, The…",1,0,3
"at://did:plc:h5iiufn67of3byvxw57t2ois/app.bsky.feed.post/3mjxgqht2zk2j",2026-04-20 21:42:30.448,"Talk to any Risk Analyst in an insurance company and ask them whether they think climate change is a hoax.",4,0,0
"at://did:plc:vizwdor43adw3277u2kkrssd/app.bsky.feed.post/3mjxgn5uemo2v",2026-04-20 21:40:38.353,"Step back in time: 7 historic US hotels worth checking into — including a Hilton

https://www.europesays.com/uk/907519/

Your support helps us to tell the story From reproductive rights to climate change to Big Tech, The…#uk #news #uknews",0,0,0
"at://did:plc:jslszybayl3q6qrjwrj772am/app.bsky.feed.post/3mjxgmhullk2g",2026-04-20 21:40:15.35,"Yep, it is a shame.  

One can keep denying climate change all they want...but nature doesn't care.",4,0,0
"at://did:plc:f7upy7rytew4yj3eck4fsbun/app.bsky.feed.post/3mjxglvtwhk2w",2026-04-20 21:39:56.554,"He meets with the PM for two hours every week, the conversation is secret and he has the ability to veto any govt bills he wants. And the day he became king he *stopped* talking about climate change.",1,1,0
"at://did:plc:kkergqgbhb56ptpwj2wenkje/app.bsky.feed.post/3mjxgkjmt4f2p",2026-04-20 21:39:09.847,"Coping with Climate Change: A Mixed-Methods Approach to Understanding Irrigation Technology Outcomes in Gujarat, India Socius, Volume 12, January-December 2026. Previous research on climate change interventions highlights that adaptation and mitigation strategies must be tailored
 #sociology link",0,0,0
"at://did:plc:byta635r7l4duvzxfwwntnks/app.bsky.feed.post/3mjxgj4mjg22w",2026-04-20 21:38:23.553,"Not everyone has a basement or a utilities room or a giant kitchen. There's barely enough room in my kitchen for a sink, a fridge & a cooker. But you know what I've never once even been on a plane so if you want to play games scapegoating poor people for climate change you'll have to try harder.",0,1,0
"at://did:plc:er4antdw3ismewcr3uhznqgk/app.bsky.feed.post/3mjxggqxql22a",2026-04-20 21:37:04.948,"It's about time (and perhaps too late). Per a recent Gallup poll, climate change concern is near its high point in the US: 44% of US adults worry a great deal, 22% worry a fair amount, 12% worry only a little, and 23% do not worry at all about climate change. The increased worry is seen among...",8,1,0
"at://did:plc:wxveo6g5lx5mbuvxhrmolsec/app.bsky.feed.post/3mjxgcgkm5k23",2026-04-20 21:34:39.153,"Hey kettle meet pot Pierre.
What hasn’t that pot pushed fear about? 
(other then climate change from man made global warming)",1,0,0
"at://did:plc:7giybr3u6zigf6dq3naisv3k/app.bsky.feed.post/3mjxg7ubfhc2s",2026-04-20 21:33:12.351,"Radically alter the food industry standards (Which already needs to happen because climate change). There's no easy solution, but laws and regulations that require bio-degradable packaging and/or moving back to Bulk stores where people bring their own containers like in the 1800s-1900s. /1",1,1,0
"at://did:plc:g4azwgtgomucamnioxgnm5jb/app.bsky.feed.post/3mjxgfolwmx2p",2026-04-20 21:36:26.948,"The climate crisis is no laughing matter, sadly. 🌪️ Climate change affects us all, from melting glaciers to heatwaves and sea-level rise. We need collective action now.

♻️ Eco Tips",0,0,0
"at://did:plc:wrsf35zye5xmlfaje5zyyega/app.bsky.feed.post/3mjxg372qno2i",2026-04-20 21:30:36.053,"Your smartwatch is lying to you about your fitness. Here’s how

https://www.europesays.com/us/741572/

Your support helps us to tell the story From reproductive rights to climate change to Big Tech, The…#us #news #usnews",0,0,0
"at://did:plc:msian4dqa2rqalf3biilnf3m/app.bsky.feed.post/3mjxg32gkpd2b",2026-04-20 21:30:30.748,"6 Facts About Climate Change

https://www.europesays.com/2933609/

Climate change is a topic that’s rife with misinformation and controversy. However, the research is fairly clear: our…",0,0,0
"at://did:plc:rwuqizds4m5nwuvmnhgbriol/app.bsky.feed.post/3mjxg2ktdvg2w",2026-04-20 21:30:14.452,"Another Democrat exits crowded campaign for California governor

https://www.europesays.com/people/34906/

Your support helps us to tell the story From reproductive rights to climate change to Big Tech, The…",0,0,0
"at://did:plc:73um2ouzfr7e2h24gdwuxm6n/app.bsky.feed.post/3mjxg2lja2k2z",2026-04-20 21:30:15.55,"Your smartwatch is lying to you about your fitness. Here’s how

https://www.newsbeep.com/us/596253/

Your support helps us to tell the story From reproductive rights to climate change to Big Tech, The…",0,0,0
"at://did:plc:rfqo4cwuiupslold47qyp23y/app.bsky.feed.post/3mjxfradmd22a",2026-04-20 21:25:01.551,"I think his mission is to eliminate us all, President Obama. He doesn't care about the climate, he'll be gone in 10 years, literally. He says climate change is a hoax, the only hoax there is is the orange felon.🤬",1,0,0
"at://did:plc:zvph5wj5ruvlibytslhri3bj/app.bsky.feed.post/3mjxfgjwjek26",2026-04-20 21:19:06.079,"Trump's war on cheap clean energy and efforts to prop up expensive dirty coal mean everyone has to pay more for more pollution and worsened climate change.

Basically, no one should support Trump's climate policies unless you're a coal executive.",0,0,0
"at://did:plc:qgya3h4glbuzkwvod4vjshsm/app.bsky.feed.post/3mjxfbab55227",2026-04-20 21:16:05.947,"If you’re not interesting in helping to reduce emissions to address climate change, that’s your choice. If you want to spend thousands of dollars putting fossil fuels in your car every year rather than cheap electricity (often sourced from renewables) that’s your choice. It’s not mine!",5,1,3
"at://did:plc:y7odfd6ib5ltwmelzvo6kfn3/app.bsky.feed.post/3mjxfavrlki25",2026-04-20 21:15:53.748,"We're on a big, bold mission: restore millions of hectares of degraded land around the world. This would help feed families, provide income, and make communities resilient to climate change. And we know exactly how we want to do it!",0,0,0
"at://did:plc:cvhzp4oqk57twhhjji5o2b3t/app.bsky.feed.post/3mjxf7tr27z2h",2026-04-20 21:15:17.851,"Your smartwatch is lying to you about your fitness. Here’s how

https://www.newsbeep.com/nz/389300/

Your support helps us to tell the story From reproductive rights to climate change to Big Tech, The…",0,0,0
"at://did:plc:xuuvdosrwy5dqsey6t2kyofl/app.bsky.feed.post/3mjxf65svjc2b",2026-04-20 21:14:22.978,"Join @csldf.org Executive Director Lauren Kurtz & other legal experts this Wednesday, 4/22, for the 7th Earth Day Climate Change Symposium! This event is presented by the NYS Bar Association & will consider multiple legal developments relating to climate change.

www.csldf.org/event/sevent...",1,0,1
"at://did:plc:g4azwgtgomucamnioxgnm5jb/app.bsky.feed.post/3mjxfdhlzb72u",2026-04-20 21:17:18.748,"Climate change is no longer just a concern, it's a fact that demands immediate attention and action. Rising temperatures are releasing toxic chemicals from melting ice caps and polar bears are on the brink of extinction. We must act now to reduce ...

♻️ Eco Tips",0,0,0
"at://did:plc:icsgkevq6mfyuf5c357xc7dm/app.bsky.feed.post/3mjxexiuhql2t",2026-04-20 21:10:37.953,"War, climate change and AI: What’s at stake at this year’s UN Indigenous forum",2,0,1
"at://did:plc:pfh7a6el7ryzqnmel2swgce2/app.bsky.feed.post/3mjxewrdr3c25",2026-04-20 21:10:12.952,"saw a car with a bunch of maga bumper stickers like ""want a shithole country? VOTE DEMOCRAT!"" the only one that mentioned policy tho was ""the big lie: CLIMATE CHANGE"" and tbh i had no idea ""maga guy motivated by opposition to climate change"" existed. so exciting... like encountering a new pokemon",2,0,0
"at://did:plc:7hzmyyodqtxjaupbxsvlxnaq/app.bsky.feed.post/3mjxevmqvck2d",2026-04-20 21:09:35.044,"I keep telling people. Get your hands on AGM notes for the insurance industry and then tell me about “fake” climate change.",1,0,0
"at://did:plc:vmaa275bmnrksir7y6muzkkf/app.bsky.feed.post/3mjxevkwnzk2x",2026-04-20 21:09:33.155,"Do you know what is right wing? Denying climate change, wanting to reduce taxes to favour businesses instead of individuals & blaming immigrants & other minorities.

Do you know what else is right wing? Ind Ireland, Aontú & the Kerry TDs.",0,1,0
"at://did:plc:e2dbqfuia3zb47lfohaa5dj3/app.bsky.feed.post/3mjxetm5lyc2q",2026-04-20 21:08:38.051,"Happy Earth Week!

We must embrace a future where we don’t have to choose between mitigating climate change and protecting our environment or creating good-paying jobs and having a strong economy. We can and must do both.",42,2,9
"at://did:plc:6w7425hsc4mjjkte2mbsxdhw/app.bsky.feed.post/3mjxeplo43m2w",2026-04-20 21:06:12.546,"Your smartwatch is lying to you about your fitness. Here’s how

https://www.newsbeep.com/uk/541675/

Your support helps us to tell the story From reproductive rights to climate change to Big Tech, The…",0,0,0
"at://did:plc:2wx62nnfa5hrnw7qphwpnid2/app.bsky.feed.post/3mjxemlfsc224",2026-04-20 21:04:46.046,"Today was Mars day. Not sure how realsitic fog on Mars really is, but it looks damn cool! The Climate Change mod really does some wonders. Also had rain in New Atlantis, but forgot to make a pic.

#Starfield #virtualphotography #VP",8,1,1
"at://did:plc:vyljws4ejfoinrfgdob2nlbw/app.bsky.feed.post/3mjxemibkry2x",2026-04-20 21:04:28.256,"Your dollar is not a donation. It’s a solution.

Deforestation increases CO2 and accelerates climate change.

With $1, you can plant a tree and reduce your carbon footprint.

👉 https://reforestrees.org/one-dollar/

#Reforestation #DonateTrees #Sustainability #reforest #reforerstrees #web3",0,0,0
"at://did:plc:j4kea2vhzntlw2qpktl5unir/app.bsky.feed.post/3mjxem4vb2k2j",2026-04-20 21:04:16.046,"I wish we had elected “ozone Man” in 2000.  Climate change would be quite different. 

I wish we didn’t elect Trump b/c some groups were getting $35 insulin during Biden. 

And bombing cities rn. I was promised by every racist fool who voted for Trump that there’d be no more wars. Inflation cured",2,0,0
"at://did:plc:kcxydgs2ex7o25a2g2htyz6c/app.bsky.feed.post/3mjxem2e3fk24",2026-04-20 21:04:13.645,"Oh, bless your hearts, the call is coming from inside the house. Or do you truly and honestly believe that *Silicon Valley* is remotely interested in an open Internet anymore?
This read like one of those climate change hit pieces paid for by the oil industry.",0,0,0
"at://did:plc:v35s7l2l3nyjyxvqf427r5av/app.bsky.feed.post/3mjxekqklls2q",2026-04-20 21:03:32.144,"There is no way to solve the ""congestion problem"" by expanding roadway capacity; no such approach exists.

No surprise, though, to watch an administration that denies the fact of climate change opt to reject the science on induced demand, too.",108,8,29
"at://did:plc:kpwvefjo356h7seul2aam7pb/app.bsky.feed.post/3mjxeklhgvc2x",2026-04-20 21:03:24.452,"For me, it's that he's the only one who talks about climate change.",5,0,0
"at://did:plc:bwvtddp6dxyhfyniew5qdvia/app.bsky.feed.post/3mjxehrx7mk2d",2026-04-20 21:01:51.558,"Thanks @mrmoog.bsky.social I should have explained I’m very concerned about the way human behaviour continues to destroy our natural environment which we all need for healthy survival. All of us (all political parties) must work together. Yet climate change rarely features in any manifestos",1,1,0
"at://did:plc:g4azwgtgomucamnioxgnm5jb/app.bsky.feed.post/3mjxeql2izn2k",2026-04-20 21:06:44.845,"Climate change affects everyone regardless of politics or media - it's not just about polar bears and politicians. We all have a role to play in reducing our carbon footprint. We can start by making simple changes like turning off lights, using pu...

♻️ Eco Tips",0,0,0
"at://did:plc:sostfwoo34hkha6ewiqap7m2/app.bsky.feed.post/3mjxeewdpys2c",2026-04-20 21:00:15.85,"My teenager was given a research assignment in science class requiring the usage of AI.

For a report on climate change.

For Earth Day.

I'm going to become the joker.",11,1,0
